<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.22	22:00:00	4744.802	4745.874	4725.810	4726.068	4391	0	280
2026.04.22	23:00:00	4726.131	4729.826	4723.424	4727.960	4483	0	280
2026.04.23	00:00:00	4728.026	4753.821	4693.986	4748.278	28414	0	280
2026.04.23	01:00:00	4747.894	4749.975	4722.507	4723.387	16394	0	280
2026.04.23	02:00:00	4723.444	4724.806	4697.988	4698.688	19967	0	280
2026.04.23	03:00:00	4698.903	4708.670	4697.879	4703.927	13778	0	280
2026.04.23	04:00:00	4703.984	4707.029	4698.531	4704.213	6595	0	280
2026.04.23	05:00:00	4704.208	4715.261	4692.117	4713.497	12028	0	280
2026.04.23	06:00:00	4713.337	4721.403	4708.672	4712.710	10839	0	280
2026.04.23	07:00:00	4712.945	4720.450	4702.920	4718.937	11423	0	280
2026.04.23	08:00:00	4719.156	4724.920	4701.409	4703.459	9307	0	280
2026.04.23	09:00:00	4703.402	4703.778	4694.695	4697.384	10367	0	280
2026.04.23	10:00:00	4697.318	4701.660	4684.149	4696.362	11087	0	280
2026.04.23	11:00:00	4696.418	4720.860	4695.519	4720.423	10614	0	280
2026.04.23	12:00:00	4720.486	4743.197	4719.577	4739.898	19480	0	280
2026.04.23	13:00:00	4739.963	4741.268	4723.706	4724.242	18560	0	280
2026.04.23	14:00:00	4724.475	4736.705	4716.873	4733.708	21012	0	280
2026.04.23	15:00:00	4733.770	4741.063	4716.296	4720.542	15903	0	280
2026.04.23	16:00:00	4720.494	4737.031	4715.544	4732.726	11105	0	280
2026.04.23	17:00:00	4732.757	4734.389	4664.010	4709.115	50866	0	280
2026.04.23	18:00:00	4709.172	4721.949	4699.231	4701.213	24546	0	280
2026.04.23	19:00:00	4701.153	4704.491	4689.213	4695.910	16425	0	280
2026.04.23	20:00:00	4695.804	4698.290	4686.383	4692.968	6919	0	280
2026.04.23	22:00:00	4699.581	4700.028	4690.130	4693.083	4737	0	280
2026.04.23	23:00:00	4693.096	4700.651	4686.543	4695.231	5662	0	280
2026.04.24	00:00:00	4695.158	4707.884	4690.823	4704.464	13028	0	280
2026.04.24	01:00:00	4704.403	4710.967	4690.085	4699.317	15824	0	280
2026.04.24	02:00:00	4699.231	4700.478	4672.867	4676.807	13393	0	280
2026.04.24	03:00:00	4676.866	4678.396	4668.587	4672.223	9868	0	280
2026.04.24	04:00:00	4672.166	4676.953	4657.581	4674.259	9445	0	280
2026.04.24	05:00:00	4674.326	4687.437	4669.490	4686.200	9472	0	280
2026.04.24	06:00:00	4686.257	4688.160	4666.696	4672.067	9406	0	280
2026.04.24	07:00:00	4671.999	4695.253	4670.822	4694.398	7805	0	280
2026.04.24	08:00:00	4694.344	4697.415	4685.268	4690.929	8620	0	280
2026.04.24	09:00:00	4690.993	4696.745	4679.210	4682.068	9442	0	280
2026.04.24	10:00:00	4681.861	4686.335	4674.548	4677.913	7546	0	280
2026.04.24	11:00:00	4677.857	4717.240	4677.749	4706.679	23106	0	280
2026.04.24	12:00:00	4706.756	4711.761	4690.204	4700.554	14071	0	280
2026.04.24	13:00:00	4700.667	4717.579	4689.474	4711.984	19968	0	280
2026.04.24	14:00:00	4711.913	4740.291	4706.814	4726.395	24326	0	280
2026.04.24	15:00:00	4726.458	4733.266	4714.444	4726.939	20459	0	280
2026.04.24	16:00:00	4727.033	4729.773	4719.002	4726.512	12022	0	280
2026.04.24	17:00:00	4726.568	4729.978	4718.878	4723.412	10569	0	280
2026.04.24	18:00:00	4723.482	4724.836	4716.808	4722.521	6905	0	280
2026.04.24	19:00:00	4722.579	4726.075	4713.586	4716.670	7134	0	280
2026.04.24	20:00:00	4716.607	4717.467	4705.234	4708.466	5608	0	280
2026.04.26	22:00:00	4696.125	4699.884	4680.095	4684.718	6662	0	280
2026.04.26	23:00:00	4684.636	4684.742	4674.786	4680.075	5369	0	280
2026.04.27	00:00:00	4680.139	4698.033	4672.027	4697.623	9520	0	280
2026.04.27	01:00:00	4697.982	4709.827	4690.714	4702.490	16815	0	280
2026.04.27	02:00:00	4702.583	4723.526	4696.130	4718.337	11036	0	280
2026.04.27	03:00:00	4718.255	4729.453	4714.542	4724.267	8493	0	280
2026.04.27	04:00:00	4723.916	4730.145	4722.707	4724.786	5639	0	280
2026.04.27	05:00:00	4724.803	4725.406	4708.521	4710.147	8079	0	280
2026.04.27	06:00:00	4709.838	4715.728	4709.077	4712.909	8653	0	280
2026.04.27	07:00:00	4712.744	4718.242	4709.955	4713.427	8256	0	280
2026.04.27	08:00:00	4713.489	4714.737	4705.332	4706.614	7813	0	280
2026.04.27	09:00:00	4706.968	4708.311	4699.061	4703.455	6634	0	280
2026.04.27	10:00:00	4703.516	4711.056	4699.408	4708.884	5413	0	280
2026.04.27	11:00:00	4708.939	4709.058	4699.992	4704.642	6646	0	280
2026.04.27	12:00:00	4705.000	4712.639	4696.788	4699.289	10961	0	280
2026.04.27	13:00:00	4699.227	4703.465	4688.991	4696.138	17286	0	280
2026.04.27	14:00:00	4696.307	4696.763	4676.355	4677.852	18692	0	280
2026.04.27	15:00:00	4678.203	4682.538	4666.949	4670.152	15871	0	280
2026.04.27	16:00:00	4670.124	4679.290	4667.260	4676.478	8616	0	280
2026.04.27	17:00:00	4676.535	4686.253	4668.054	4682.322	9781	0	280
2026.04.27	18:00:00	4682.260	4685.544	4678.785	4680.837	6082	0	280
2026.04.27	19:00:00	4680.781	4682.733	4676.535	4680.670	6072	0	280
2026.04.27	20:00:00	4680.803	4681.248	4677.299	4680.054	3215	0	280
2026.04.27	22:00:00	4684.202	4691.233	4682.126	4687.726	4106	0	280
2026.04.27	23:00:00	4688.020	4694.975	4687.125	4692.056	3617	0	280
2026.04.28	00:00:00	4692.118	4701.445	4690.354	4690.354	6934	0	280
2026.04.28	01:00:00	4690.590	4691.419	4669.266	4670.795	11450	0	280
2026.04.28	02:00:00	4670.853	4679.582	4666.457	4669.244	9708	0	280
2026.04.28	03:00:00	4669.007	4675.862	4668.463	4670.964	6661	0	280
2026.04.28	04:00:00	4670.907	4671.336	4666.482	4667.698	4976	0	280
2026.04.28	05:00:00	4667.408	4668.049	4623.790	4632.061	18561	0	280
2026.04.28	06:00:00	4632.297	4643.099	4623.172	4628.832	14165	0	280
2026.04.28	07:00:00	4629.021	4639.417	4620.502	4633.023	12778	0	280
2026.04.28	08:00:00	4632.951	4635.249	4614.607	4629.748	14047	0	280
2026.04.28	09:00:00	4629.736	4630.087	4604.516	4604.937	12142	0	280
2026.04.28	10:00:00	4604.833	4616.285	4603.173	4603.343	8770	0	280
2026.04.28	11:00:00	4603.144	4608.560	4555.299	4562.466	22030	0	280
2026.04.28	12:00:00	4562.408	4600.152	4554.813	4593.824	24635	0	280
2026.04.28	13:00:00	4593.470	4594.595	4570.674	4580.513	30265	0	280
2026.04.28	14:00:00	4580.152	4580.768	4557.134	4574.305	30771	0	280
2026.04.28	15:00:00	4574.249	4586.439	4566.843	4586.215	21637	0	280
2026.04.28	16:00:00	4586.137	4594.964	4577.980	4592.093	13732	0	280
2026.04.28	17:00:00	4592.442	4601.490	4587.038	4594.810	11420	0	280
2026.04.28	18:00:00	4594.866	4600.691	4592.169	4594.403	7995	0	280
2026.04.28	19:00:00	4594.461	4600.035	4593.424	4595.752	7408	0	280
2026.04.28	20:00:00	4595.696	4598.554	4591.063	4596.512	4250	0	280
2026.04.28	22:00:00	4598.249	4599.548	4592.604	4593.931	3102	0	280
2026.04.28	23:00:00	4593.920	4596.163	4587.817	4595.783	3981	0	280
2026.04.29	00:00:00	4595.847	4610.425	4594.916	4600.048	10047	0	280
2026.04.29	01:00:00	4599.985	4600.474	4575.763	4584.590	19439	0	280
2026.04.29	02:00:00	4584.635	4604.081	4584.635	4593.490	11224	0	280
2026.04.29	03:00:00	4593.552	4603.343	4592.083	4595.214	7186	0	280
2026.04.29	04:00:00	4595.274	4605.725	4595.112	4604.641	5636	0	280
2026.04.29	05:00:00	4604.696	4607.815	4600.314	4601.229	2280	0	280
2026.04.29	06:00:00	4585.864	4586.880	4581.176	4584.361	2587	0	280
2026.04.29	07:00:00	4584.280	4588.940	4567.205	4567.971	12631	0	280
2026.04.29	08:00:00	4568.064	4576.548	4557.167	4573.273	13028	0	280
2026.04.29	09:00:00	4573.334	4580.752	4551.478	4555.831	11991	0	280
2026.04.29	10:00:00	4555.586	4576.571	4554.874	4569.972	9051	0	280
2026.04.29	11:00:00	4569.742	4571.948	4559.323	4561.880	9747	0	280
2026.04.29	12:00:00	4561.476	4568.888	4541.417	4544.976	12968	0	280
2026.04.29	13:00:00	4545.031	4553.462	4510.111	4521.818	25639	0	280
2026.04.29	14:00:00	4521.873	4542.779	4517.704	4539.129	21913	0	280
2026.04.29	15:00:00	4539.073	4558.715	4536.207	4547.873	22431	0	280
2026.04.29	16:00:00	4547.815	4565.047	4543.164	4545.288	15367	0	280
2026.04.29	17:00:00	4545.639	4554.408	4541.452	4547.448	13526	0	280
2026.04.29	18:00:00	4547.219	4552.639	4517.978	4537.838	33717	0	280
2026.04.29	19:00:00	4537.916	4550.524	4533.072	4547.024	17083	0	280
2026.04.29	20:00:00	4546.797	4553.402	4541.315	4543.688	13486	0	280
2026.04.29	22:00:00	4542.801	4552.526	4539.166	4552.223	4907	0	280
2026.04.29	23:00:00	4551.958	4562.107	4549.412	4561.586	4742	0	280
2026.04.30	00:00:00	4561.628	4574.236	4556.222	4569.670	13592	0	280
2026.04.30	01:00:00	4569.613	4582.393	4564.484	4579.095	14320	0	280
2026.04.30	02:00:00	4579.118	4581.916	4559.683	4564.693	12786	0	280
2026.04.30	03:00:00	4564.638	4568.904	4555.692	4556.038	8596	0	280
2026.04.30	04:00:00	4556.115	4557.028	4540.773	4542.193	9765	0	280
2026.04.30	05:00:00	4542.128	4569.721	4541.973	4562.698	10162	0	280
2026.04.30	06:00:00	4562.727	4591.600	4560.273	4589.276	13343	0	280
2026.04.30	07:00:00	4589.338	4605.564	4584.672	4598.219	10824	0	280
2026.04.30	08:00:00	4598.278	4629.767	4597.207	4616.335	18112	0	280
2026.04.30	09:00:00	4616.497	4631.614	4614.253	4624.969	14895	0	280
2026.04.30	10:00:00	4625.037	4647.042	4623.487	4639.633	15391	0	280
2026.04.30	11:00:00	4639.640	4645.878	4626.749	4629.945	17157	0	280
2026.04.30	12:00:00	4630.005	4639.890	4624.539	4639.469	14679	0	280
2026.04.30	13:00:00	4639.411	4646.143	4610.401	4610.988	25599	0	280
2026.04.30	14:00:00	4610.603	4626.080	4609.092	4619.810	36674	0	280
2026.04.30	15:00:00	4619.751	4625.484	4611.255	4615.385	17464	0	280
2026.04.30	16:00:00	4615.443	4617.736	4605.138	4607.527	11718	0	280
2026.04.30	17:00:00	4607.334	4621.798	4607.334	4616.631	11683	0	280
2026.04.30	18:00:00	4616.624	4625.171	4616.624	4622.542	8344	0	280
2026.04.30	19:00:00	4622.460	4627.510	4614.408	4617.032	8525	0	280
2026.04.30	20:00:00	4617.091	4622.063	4615.442	4620.680	5680	0	280
2026.04.30	22:00:00	4627.631	4632.771	4625.076	4630.440	4325	0	280
2026.04.30	23:00:00	4630.506	4634.073	4626.348	4626.348	4253	0	280
2026.05.01	00:00:00	4626.569	4631.035	4618.324	4619.755	9747	0	280
2026.05.01	01:00:00	4619.837	4622.039	4613.734	4620.996	7552	0	280
2026.05.01	02:00:00	4620.912	4636.157	4616.368	4619.171	7921	0	280
2026.05.01	03:00:00	4619.114	4631.892	4617.588	4626.779	6564	0	280
2026.05.01	04:00:00	4626.846	4628.892	4609.075	4609.245	7275	0	280
2026.05.01	05:00:00	4609.302	4616.079	4602.803	4605.024	6877	0	280
2026.05.01	06:00:00	4605.027	4607.709	4590.681	4594.615	9574	0	280
2026.05.01	07:00:00	4594.548	4598.079	4575.944	4578.010	9697	0	280
2026.05.01	08:00:00	4578.359	4582.605	4564.928	4568.949	9133	0	280
2026.05.01	09:00:00	4569.007	4572.870	4559.766	4562.804	7821	0	280
2026.05.01	10:00:00	4562.517	4576.018	4561.319	4566.721	6094	0	280
2026.05.01	11:00:00	4566.779	4579.605	4562.472	4578.676	7821	0	280
2026.05.01	12:00:00	4578.718	4607.859	4574.949	4591.269	15507	0	280
2026.05.01	13:00:00	4590.915	4628.947	4586.483	4625.300	19373	0	280
2026.05.01	14:00:00	4625.033	4660.285	4625.033	4631.857	29178	0	280
2026.05.01	15:00:00	4632.016	4648.103	4618.991	4643.336	19118	0	280
2026.05.01	16:00:00	4642.971	4650.023	4633.913	4639.048	14712	0	280
2026.05.01	17:00:00	4638.985	4642.609	4626.622	4629.639	9985	0	280
2026.05.01	18:00:00	4629.706	4630.624	4613.658	4624.396	9797	0	280
2026.05.01	19:00:00	4624.183	4627.788	4608.820	4610.826	8373	0	280
2026.05.01	20:00:00	4610.733	4617.123	4606.924	4613.386	5999	0	280
