<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.07	14:45:00	4647.210	4656.986	4629.848	4633.413	8126	0	280
2026.04.07	15:00:00	4633.347	4643.071	4624.763	4642.922	7986	0	280
2026.04.07	15:15:00	4642.999	4653.365	4640.450	4653.201	8485	0	280
2026.04.07	15:30:00	4652.867	4656.661	4640.546	4645.823	5959	0	280
2026.04.07	15:45:00	4645.881	4659.428	4644.931	4655.719	5537	0	280
2026.04.07	16:00:00	4655.388	4668.340	4652.441	4658.650	7279	0	280
2026.04.07	16:15:00	4658.708	4667.964	4654.246	4662.696	6534	0	280
2026.04.07	16:30:00	4662.626	4663.993	4655.836	4660.872	4267	0	280
2026.04.07	16:45:00	4660.807	4663.040	4656.183	4657.141	3356	0	280
2026.04.07	17:00:00	4657.203	4673.215	4656.420	4668.162	4542	0	280
2026.04.07	17:15:00	4668.105	4668.105	4653.753	4660.044	3768	0	280
2026.04.07	17:30:00	4660.099	4686.470	4660.099	4672.418	6750	0	280
2026.04.07	17:45:00	4672.357	4680.203	4671.190	4676.072	3482	0	280
2026.04.07	18:00:00	4675.997	4684.719	4675.743	4683.888	2966	0	280
2026.04.07	18:15:00	4683.869	4686.142	4677.045	4680.350	3199	0	280
2026.04.07	18:30:00	4680.418	4686.376	4677.383	4679.903	3307	0	280
2026.04.07	18:45:00	4679.791	4680.109	4657.357	4662.339	4459	0	280
2026.04.07	19:00:00	4662.400	4668.943	4660.662	4667.757	24656	0	280
2026.04.07	19:15:00	4667.852	4702.621	4666.382	4687.241	21601	0	280
2026.04.07	19:30:00	4687.319	4691.441	4681.629	4686.967	6271	0	280
2026.04.07	19:45:00	4686.909	4718.614	4685.801	4700.628	15872	0	280
2026.04.07	20:00:00	4700.691	4710.691	4697.173	4708.126	5191	0	280
2026.04.07	20:15:00	4708.184	4712.919	4703.805	4710.176	3593	0	280
2026.04.07	20:30:00	4710.354	4717.116	4703.472	4708.191	4681	0	280
2026.04.07	20:45:00	4708.250	4713.740	4705.819	4706.301	3054	0	280
2026.04.07	22:00:00	4740.729	4752.252	4731.214	4732.173	4607	0	360
2026.04.07	22:15:00	4732.178	4736.002	4725.573	4735.156	3163	0	360
2026.04.07	22:30:00	4735.154	4779.767	4713.782	4770.145	12321	0	360
2026.04.07	22:45:00	4769.961	4819.756	4761.597	4818.138	8898	0	360
2026.04.07	23:00:00	4818.422	4824.953	4801.707	4818.410	9872	0	360
2026.04.07	23:15:00	4818.478	4828.781	4807.620	4814.332	7069	0	360
2026.04.07	23:30:00	4814.228	4817.482	4804.005	4812.887	6373	0	280
2026.04.07	23:45:00	4812.955	4836.407	4810.427	4833.182	5144	0	280
2026.04.08	00:00:00	4833.247	4857.455	4830.397	4834.781	14847	0	360
2026.04.08	00:15:00	4834.914	4838.575	4818.774	4822.842	9018	0	280
2026.04.08	00:30:00	4822.902	4824.747	4811.817	4813.884	6107	0	280
2026.04.08	00:45:00	4813.949	4827.334	4808.641	4817.785	5561	0	280
2026.04.08	01:00:00	4817.974	4825.485	4806.316	4819.625	11824	0	360
2026.04.08	01:15:00	4819.937	4822.051	4791.761	4794.051	10195	0	280
2026.04.08	01:30:00	4793.992	4804.245	4787.975	4800.006	7253	0	280
2026.04.08	01:45:00	4800.344	4814.222	4798.231	4810.288	4314	0	280
2026.04.08	02:00:00	4810.208	4825.396	4810.035	4813.851	4140	0	280
2026.04.08	02:15:00	4814.064	4814.064	4807.682	4811.709	2398	0	280
2026.04.08	02:30:00	4811.768	4820.526	4805.979	4806.801	3616	0	280
2026.04.08	02:45:00	4806.358	4809.192	4798.539	4803.736	3472	0	280
2026.04.08	03:00:00	4803.795	4806.041	4797.745	4798.756	2852	0	280
2026.04.08	03:15:00	4798.863	4805.323	4796.218	4803.215	2814	0	280
2026.04.08	03:30:00	4803.153	4804.972	4794.818	4800.401	2435	0	280
2026.04.08	03:45:00	4800.056	4804.521	4796.287	4797.653	2390	0	280
2026.04.08	04:00:00	4797.672	4801.132	4793.391	4797.589	2459	0	280
2026.04.08	04:15:00	4797.529	4803.881	4790.236	4802.112	2723	0	280
2026.04.08	04:30:00	4802.053	4806.718	4800.492	4802.728	2058	0	280
2026.04.08	04:45:00	4802.812	4803.970	4797.506	4803.430	2197	0	280
2026.04.08	05:00:00	4803.370	4810.655	4800.196	4809.487	2557	0	280
2026.04.08	05:15:00	4809.197	4816.319	4806.535	4815.825	2265	0	280
2026.04.08	05:30:00	4815.603	4824.999	4813.867	4822.434	4175	0	280
2026.04.08	05:45:00	4822.481	4843.857	4820.542	4827.648	4443	0	280
2026.04.08	06:00:00	4827.239	4834.805	4821.257	4826.068	4137	0	280
2026.04.08	06:15:00	4826.091	4836.514	4824.392	4836.514	4676	0	280
2026.04.08	06:30:00	4836.717	4839.775	4829.044	4835.451	4258	0	280
2026.04.08	06:45:00	4835.465	4839.526	4819.950	4820.090	4344	0	280
2026.04.08	07:00:00	4820.031	4820.769	4808.854	4812.608	5031	0	360
2026.04.08	07:15:00	4812.548	4821.286	4809.017	4818.199	3521	0	280
2026.04.08	07:30:00	4818.600	4818.600	4805.307	4809.065	3394	0	280
2026.04.08	07:45:00	4808.991	4820.586	4808.483	4813.470	2853	0	280
2026.04.08	08:00:00	4813.538	4819.219	4807.921	4815.116	3343	0	280
2026.04.08	08:15:00	4815.240	4819.941	4798.338	4808.297	3429	0	280
2026.04.08	08:30:00	4808.238	4808.238	4790.158	4793.576	3979	0	280
2026.04.08	08:45:00	4793.090	4803.194	4790.784	4793.644	3506	0	280
2026.04.08	09:00:00	4794.002	4801.229	4793.333	4800.397	2047	0	280
2026.04.08	09:15:00	4800.353	4806.789	4794.980	4798.661	2601	0	280
2026.04.08	09:30:00	4798.600	4803.745	4776.547	4782.612	4426	0	280
2026.04.08	09:45:00	4782.676	4788.252	4776.201	4783.373	3882	0	280
2026.04.08	10:00:00	4783.314	4790.369	4781.517	4782.832	2606	0	280
2026.04.08	10:15:00	4782.768	4783.429	4770.988	4782.503	3189	0	280
2026.04.08	10:30:00	4782.561	4792.294	4779.988	4791.534	2079	0	280
2026.04.08	10:45:00	4791.454	4796.234	4782.654	4782.767	2822	0	280
2026.04.08	11:00:00	4782.682	4790.817	4779.515	4787.419	3064	0	280
2026.04.08	11:15:00	4787.054	4797.066	4782.443	4789.939	4437	0	280
2026.04.08	11:30:00	4789.878	4792.215	4777.826	4789.908	4715	0	280
2026.04.08	11:45:00	4789.794	4802.862	4789.152	4798.544	3866	0	280
2026.04.08	12:00:00	4798.727	4807.103	4797.672	4805.368	4176	0	280
2026.04.08	12:15:00	4805.134	4805.305	4768.354	4783.952	12563	0	280
2026.04.08	12:30:00	4783.894	4798.211	4783.340	4794.630	4526	0	280
2026.04.08	12:45:00	4794.704	4802.546	4794.620	4799.692	3427	0	280
2026.04.08	13:00:00	4799.506	4806.662	4790.671	4793.348	4795	0	280
2026.04.08	13:15:00	4793.011	4799.308	4789.101	4790.305	4610	0	280
2026.04.08	13:30:00	4790.240	4794.853	4773.492	4774.180	12469	0	280
2026.04.08	13:45:00	4774.122	4788.830	4767.160	4777.498	9740	0	280
2026.04.08	14:00:00	4777.853	4792.059	4776.297	4780.369	10157	0	280
2026.04.08	14:15:00	4780.294	4785.160	4761.362	4767.725	9126	0	280
2026.04.08	14:30:00	4767.908	4770.089	4750.815	4760.319	8892	0	280
2026.04.08	14:45:00	4760.143	4764.921	4732.255	4736.485	12142	0	280
2026.04.08	15:00:00	4736.255	4749.561	4734.171	4743.513	9242	0	280
2026.04.08	15:15:00	4743.747	4757.782	4742.849	4750.549	5606	0	280
2026.04.08	15:30:00	4750.865	4761.353	4750.280	4755.827	5190	0	280
2026.04.08	15:45:00	4755.613	4763.246	4754.806	4756.318	3215	0	280
2026.04.08	16:00:00	4756.630	4762.401	4753.820	4754.101	3699	0	280
2026.04.08	16:15:00	4754.320	4755.147	4745.421	4750.166	4642	0	280
2026.04.08	16:30:00	4750.232	4760.295	4747.946	4758.469	3328	0	280
2026.04.08	16:45:00	4758.585	4765.675	4756.634	4760.680	2522	0	280
2026.04.08	17:00:00	4760.612	4764.404	4756.344	4760.666	2529	0	280
2026.04.08	17:15:00	4761.021	4762.578	4745.456	4751.162	4937	0	280
2026.04.08	17:30:00	4751.028	4754.289	4736.180	4740.768	5866	0	280
2026.04.08	17:45:00	4740.509	4741.417	4731.543	4733.960	3505	0	280
2026.04.08	18:00:00	4734.136	4744.535	4727.416	4743.429	3121	0	280
2026.04.08	18:15:00	4743.721	4744.599	4716.621	4722.622	12838	0	280
2026.04.08	18:30:00	4722.688	4725.133	4708.093	4709.191	6482	0	280
2026.04.08	18:45:00	4709.424	4716.997	4703.402	4705.453	4693	0	280
2026.04.08	19:00:00	4705.228	4716.307	4699.471	4715.455	9319	0	280
2026.04.08	19:15:00	4715.691	4718.586	4707.355	4708.675	4089	0	280
2026.04.08	19:30:00	4708.614	4724.974	4707.847	4721.756	4294	0	280
2026.04.08	19:45:00	4722.042	4731.908	4721.451	4730.446	3435	0	280
2026.04.08	20:00:00	4730.555	4732.167	4726.309	4728.015	2147	0	280
2026.04.08	20:15:00	4728.033	4730.188	4721.773	4723.047	1569	0	280
2026.04.08	20:30:00	4723.203	4724.228	4721.037	4722.445	1113	0	280
2026.04.08	20:45:00	4722.443	4724.508	4716.963	4719.435	1581	0	280
2026.04.08	22:00:00	4729.081	4732.502	4709.406	4712.389	2272	0	360
2026.04.08	22:15:00	4712.049	4717.227	4704.709	4713.855	2461	0	280
2026.04.08	22:30:00	4713.636	4719.514	4706.123	4712.572	2223	0	280
2026.04.08	22:45:00	4712.631	4720.172	4711.720	4717.841	1542	0	280
2026.04.08	23:00:00	4717.763	4717.763	4705.260	4708.492	2239	0	280
2026.04.08	23:15:00	4708.778	4715.983	4705.816	4710.117	1848	0	280
2026.04.08	23:30:00	4710.065	4715.795	4707.063	4713.409	1420	0	280
2026.04.08	23:45:00	4713.179	4720.107	4712.542	4715.527	1533	0	280
2026.04.09	00:00:00	4715.597	4715.871	4698.047	4702.601	4745	0	280
2026.04.09	00:15:00	4702.543	4712.279	4700.800	4706.602	3525	0	280
2026.04.09	00:30:00	4706.515	4718.443	4705.519	4718.414	3239	0	280
2026.04.09	00:45:00	4718.473	4719.096	4705.828	4706.636	2987	0	280
2026.04.09	01:00:00	4706.578	4722.061	4699.513	4720.655	9410	0	280
2026.04.09	01:15:00	4720.794	4723.551	4702.784	4704.828	5558	0	280
2026.04.09	01:30:00	4704.725	4721.432	4703.789	4717.531	4653	0	280
2026.04.09	01:45:00	4717.358	4728.028	4717.358	4727.119	3068	0	280
2026.04.09	02:00:00	4727.183	4728.870	4721.144	4722.756	3104	0	280
2026.04.09	02:15:00	4723.116	4727.861	4722.389	4725.554	2035	0	280
2026.04.09	02:30:00	4725.494	4732.734	4725.168	4732.189	2626	0	280
2026.04.09	02:45:00	4732.129	4733.045	4717.511	4718.925	2875	0	280
2026.04.09	03:00:00	4718.864	4720.370	4711.396	4712.745	2754	0	280
2026.04.09	03:15:00	4712.671	4713.351	4705.174	4712.424	3260	0	280
2026.04.09	03:30:00	4712.483	4714.927	4711.706	4714.503	1598	0	280
2026.04.09	03:45:00	4714.886	4714.943	4706.566	4711.350	2666	0	280
2026.04.09	04:00:00	4711.357	4722.397	4709.708	4721.782	1789	0	280
2026.04.09	04:15:00	4721.842	4723.427	4716.976	4717.154	1457	0	280
2026.04.09	04:30:00	4717.157	4723.612	4714.302	4720.904	1856	0	280
2026.04.09	04:45:00	4720.924	4725.531	4719.880	4720.947	1640	0	280
2026.04.09	05:00:00	4721.007	4723.601	4710.564	4713.737	2217	0	280
2026.04.09	05:15:00	4714.029	4726.671	4713.072	4726.130	2342	0	280
2026.04.09	05:30:00	4726.188	4726.422	4716.141	4723.600	3790	0	280
2026.04.09	05:45:00	4723.583	4724.111	4705.630	4713.369	3855	0	280
2026.04.09	06:00:00	4713.354	4725.372	4711.450	4719.440	3194	0	280
2026.04.09	06:15:00	4719.114	4721.904	4712.482	4718.490	3169	0	280
2026.04.09	06:30:00	4718.253	4723.231	4711.869	4713.861	3608	0	280
2026.04.09	06:45:00	4713.482	4715.152	4703.355	4712.653	4251	0	280
2026.04.09	07:00:00	4712.590	4730.460	4708.599	4724.254	4471	0	280
2026.04.09	07:15:00	4724.187	4724.582	4705.672	4708.653	4188	0	280
2026.04.09	07:30:00	4708.712	4731.249	4708.712	4722.719	4676	0	280
2026.04.09	07:45:00	4722.808	4724.681	4711.670	4724.185	3518	0	280
2026.04.09	08:00:00	4724.323	4726.428	4719.762	4724.082	2839	0	280
2026.04.09	08:15:00	4723.756	4727.886	4720.843	4721.387	2540	0	280
2026.04.09	08:30:00	4721.324	4733.159	4720.177	4729.560	2683	0	280
2026.04.09	08:45:00	4729.995	4733.207	4725.931	4726.270	2442	0	280
2026.04.09	09:00:00	4726.064	4733.204	4723.014	4730.680	2505	0	280
2026.04.09	09:15:00	4731.015	4733.403	4728.676	4729.843	1942	0	280
2026.04.09	09:30:00	4729.502	4732.535	4726.581	4726.936	2095	0	280
2026.04.09	09:45:00	4726.936	4730.599	4723.654	4729.201	2248	0	280
2026.04.09	10:00:00	4729.055	4732.955	4725.850	4727.378	2122	0	280
2026.04.09	10:15:00	4727.445	4739.705	4723.393	4737.992	2959	0	280
2026.04.09	10:30:00	4738.050	4741.377	4736.323	4740.563	2247	0	280
2026.04.09	10:45:00	4740.505	4746.665	4739.132	4741.118	2720	0	280
2026.04.09	11:00:00	4740.942	4744.110	4738.365	4739.280	2359	0	280
2026.04.09	11:15:00	4739.341	4747.526	4738.668	4745.576	2077	0	280
2026.04.09	11:30:00	4745.596	4751.431	4743.020	4751.007	2402	0	280
2026.04.09	11:45:00	4751.064	4757.551	4750.599	4756.369	2277	0	280
2026.04.09	12:00:00	4756.433	4759.900	4741.808	4742.419	3017	0	280
2026.04.09	12:15:00	4742.679	4744.315	4734.765	4737.767	3669	0	280
2026.04.09	12:30:00	4737.613	4748.125	4735.247	4743.638	4463	0	280
2026.04.09	12:45:00	4743.640	4747.144	4737.513	4745.922	3542	0	280
2026.04.09	13:00:00	4745.979	4756.829	4738.562	4754.545	6164	0	280
2026.04.09	13:15:00	4754.607	4758.548	4751.582	4752.627	3749	0	280
2026.04.09	13:30:00	4752.814	4777.191	4750.465	4775.553	8180	0	280
2026.04.09	13:45:00	4775.626	4776.802	4759.603	4764.463	5997	0	280
2026.04.09	14:00:00	4764.533	4776.275	4761.756	4770.786	6712	0	280
2026.04.09	14:15:00	4770.921	4773.039	4760.077	4765.295	4862	0	280
2026.04.09	14:30:00	4765.502	4767.558	4747.035	4756.169	5947	0	280
2026.04.09	14:45:00	4756.103	4769.000	4755.010	4768.228	3990	0	280
2026.04.09	15:00:00	4768.287	4770.250	4761.186	4768.913	3900	0	280
2026.04.09	15:15:00	4768.972	4786.459	4768.972	4778.925	5255	0	280
2026.04.09	15:30:00	4779.045	4797.975	4778.193	4790.402	8385	0	280
2026.04.09	15:45:00	4790.460	4794.396	4784.036	4792.873	5312	0	280
2026.04.09	16:00:00	4792.926	4801.139	4787.910	4788.368	4742	0	280
2026.04.09	16:15:00	4788.301	4797.572	4787.641	4792.579	3553	0	280
2026.04.09	16:30:00	4792.646	4795.294	4785.876	4787.525	3279	0	280
2026.04.09	16:45:00	4787.585	4791.250	4784.167	4788.674	3027	0	280
2026.04.09	17:00:00	4788.734	4794.232	4786.625	4793.037	2688	0	280
2026.04.09	17:15:00	4792.963	4798.443	4790.104	4792.996	2666	0	280
2026.04.09	17:30:00	4793.072	4801.259	4787.510	4795.408	3251	0	280
2026.04.09	17:45:00	4795.091	4801.073	4795.091	4797.897	2250	0	280
2026.04.09	18:00:00	4797.550	4798.212	4780.446	4783.663	5331	0	280
2026.04.09	18:15:00	4784.017	4788.466	4777.676	4782.266	3916	0	280
2026.04.09	18:30:00	4782.052	4782.224	4768.444	4770.483	4107	0	280
2026.04.09	18:45:00	4770.560	4775.209	4767.530	4772.256	3329	0	280
2026.04.09	19:00:00	4772.190	4782.662	4769.042	4779.492	4792	0	280
2026.04.09	19:15:00	4779.856	4780.789	4772.298	4773.450	2303	0	280
2026.04.09	19:30:00	4773.802	4778.097	4769.365	4772.280	2499	0	280
2026.04.09	19:45:00	4772.310	4774.035	4766.826	4768.886	14990	0	280
2026.04.09	20:00:00	4768.944	4771.580	4767.086	4769.742	1445	0	280
2026.04.09	20:15:00	4770.094	4773.449	4766.012	4770.082	1233	0	280
2026.04.09	20:30:00	4770.094	4771.625	4760.719	4764.025	2119	0	280
2026.04.09	20:45:00	4764.100	4768.970	4763.526	4765.039	1171	0	280
2026.04.09	22:00:00	4779.021	4779.455	4766.115	4770.300	1801	0	280
2026.04.09	22:15:00	4769.958	4770.996	4763.932	4764.428	1480	0	280
2026.04.09	22:30:00	4764.652	4767.399	4759.096	4761.377	1628	0	280
2026.04.09	22:45:00	4761.430	4764.405	4758.624	4764.035	1317	0	280
2026.04.09	23:00:00	4764.068	4764.238	4757.041	4759.399	1459	0	280
2026.04.09	23:15:00	4759.426	4761.634	4756.732	4758.433	868	0	280
2026.04.09	23:30:00	4758.139	4762.932	4758.139	4760.192	1156	0	280
2026.04.09	23:45:00	4760.164	4764.258	4758.656	4763.598	1286	0	280
2026.04.10	00:00:00	4763.661	4763.661	4750.746	4753.811	3713	0	280
2026.04.10	00:15:00	4753.973	4758.525	4751.021	4753.899	3074	0	280
2026.04.10	00:30:00	4753.959	4761.112	4753.529	4755.683	2203	0	280
2026.04.10	00:45:00	4755.526	4763.147	4754.544	4762.731	1986	0	280
2026.04.10	01:00:00	4762.794	4767.242	4758.012	4760.785	4617	0	280
2026.04.10	01:15:00	4760.429	4765.205	4757.939	4762.237	3151	0	280
2026.04.10	01:30:00	4762.450	4777.177	4760.354	4771.969	3763	0	280
2026.04.10	01:45:00	4771.901	4773.291	4760.277	4764.649	3341	0	280
2026.04.10	02:00:00	4764.711	4765.402	4748.297	4752.388	3834	0	280
2026.04.10	02:15:00	4752.171	4754.180	4742.037	4744.658	3270	0	280
2026.04.10	02:30:00	4744.648	4750.055	4737.851	4749.716	3398	0	280
2026.04.10	02:45:00	4749.773	4753.577	4747.309	4752.907	2432	0	280
2026.04.10	03:00:00	4752.843	4761.688	4752.749	4759.933	2369	0	280
2026.04.10	03:15:00	4759.874	4762.211	4754.899	4756.215	2116	0	280
2026.04.10	03:30:00	4756.151	4768.581	4755.741	4765.144	2040	0	280
2026.04.10	03:45:00	4765.130	4769.432	4763.853	4766.328	1732	0	280
2026.04.10	04:00:00	4766.683	4768.205	4764.695	4767.075	1227	0	280
2026.04.10	04:15:00	4767.041	4770.926	4765.254	4765.699	1344	0	280
2026.04.10	04:30:00	4765.556	4765.745	4761.469	4762.526	1478	0	280
2026.04.10	04:45:00	4762.601	4765.545	4758.022	4758.700	1442	0	280
2026.04.10	05:00:00	4758.690	4763.294	4757.436	4759.989	1977	0	280
2026.04.10	05:15:00	4759.694	4763.886	4758.488	4759.886	1548	0	280
2026.04.10	05:30:00	4759.843	4768.281	4759.120	4764.630	3005	0	280
2026.04.10	05:45:00	4764.694	4769.306	4764.444	4766.126	2042	0	280
2026.04.10	06:00:00	4765.925	4765.925	4755.462	4756.360	2716	0	280
2026.04.10	06:15:00	4756.300	4757.570	4751.599	4755.254	2724	0	280
2026.04.10	06:30:00	4755.314	4758.382	4749.448	4751.127	2914	0	280
2026.04.10	06:45:00	4751.077	4754.167	4742.723	4746.287	3203	0	280
2026.04.10	07:00:00	4746.230	4752.749	4741.217	4747.111	2748	0	280
2026.04.10	07:15:00	4747.170	4756.192	4746.151	4753.771	2068	0	280
2026.04.10	07:30:00	4753.834	4757.456	4751.483	4754.293	1848	0	280
2026.04.10	07:45:00	4754.228	4755.034	4748.344	4749.804	1846	0	280
2026.04.10	08:00:00	4749.841	4753.242	4747.003	4749.927	2574	0	280
2026.04.10	08:15:00	4749.985	4750.085	4742.162	4746.888	2471	0	280
2026.04.10	08:30:00	4746.812	4752.236	4740.937	4742.209	2064	0	280
2026.04.10	08:45:00	4742.272	4744.050	4730.580	4740.860	3775	0	280
2026.04.10	09:00:00	4740.639	4746.917	4740.490	4746.891	2102	0	280
2026.04.10	09:15:00	4746.897	4760.708	4744.414	4748.639	5428	0	280
2026.04.10	09:30:00	4748.767	4750.958	4746.079	4750.340	2570	0	280
2026.04.10	09:45:00	4750.463	4753.361	4747.911	4751.380	1703	0	280
2026.04.10	10:00:00	4751.455	4753.584	4742.160	4747.041	2088	0	280
2026.04.10	10:15:00	4747.333	4760.681	4746.500	4757.920	2093	0	280
2026.04.10	10:30:00	4757.977	4759.646	4753.571	4755.583	1615	0	280
2026.04.10	10:45:00	4755.583	4759.755	4753.869	4757.242	1667	0	280
2026.04.10	11:00:00	4756.945	4759.719	4753.152	4755.732	1794	0	280
2026.04.10	11:15:00	4755.376	4762.529	4754.170	4761.504	1815	0	280
2026.04.10	11:30:00	4761.504	4767.040	4758.513	4767.040	1763	0	280
2026.04.10	11:45:00	4767.015	4768.742	4762.693	4768.063	2259	0	280
2026.04.10	12:00:00	4768.127	4769.983	4763.552	4766.562	2733	0	280
2026.04.10	12:15:00	4766.572	4771.325	4759.706	4762.139	3391	0	160
2026.04.10	12:30:00	4762.352	4782.306	4761.348	4772.737	6168	0	160
2026.04.10	12:45:00	4772.801	4774.191	4763.570	4771.948	3894	0	280
2026.04.10	13:00:00	4771.879	4777.691	4767.772	4772.611	4838	0	280
2026.04.10	13:15:00	4772.689	4780.419	4766.175	4775.896	3973	0	280
2026.04.10	13:30:00	4775.962	4778.790	4764.888	4769.025	8172	0	280
2026.04.10	13:45:00	4769.127	4777.947	4765.949	4775.170	5128	0	280
2026.04.10	14:00:00	4775.338	4780.635	4767.520	4779.985	5471	0	280
2026.04.10	14:15:00	4780.045	4792.868	4778.881	4790.510	5413	0	280
2026.04.10	14:30:00	4790.419	4795.181	4773.980	4780.967	5176	0	280
2026.04.10	14:45:00	4781.028	4783.409	4770.755	4774.898	6238	0	280
2026.04.10	15:00:00	4774.970	4784.046	4769.524	4781.620	4257	0	280
2026.04.10	15:15:00	4781.970	4787.344	4775.891	4776.167	3191	0	280
2026.04.10	15:30:00	4776.226	4778.554	4754.903	4766.078	7199	0	280
2026.04.10	15:45:00	4765.726	4769.747	4758.497	4761.964	4927	0	280
2026.04.10	16:00:00	4762.231	4763.495	4747.358	4763.009	5811	0	280
2026.04.10	16:15:00	4762.938	4765.085	4754.317	4758.272	3702	0	280
2026.04.10	16:30:00	4758.361	4765.462	4756.246	4756.955	3416	0	280
2026.04.10	16:45:00	4757.015	4766.059	4756.125	4763.934	2923	0	280
2026.04.10	17:00:00	4763.869	4766.236	4758.077	4764.475	2755	0	280
2026.04.10	17:15:00	4764.416	4768.683	4761.081	4762.907	2852	0	280
2026.04.10	17:30:00	4762.966	4765.673	4758.042	4759.212	2959	0	280
2026.04.10	17:45:00	4759.139	4764.983	4758.718	4760.409	2018	0	280
2026.04.10	18:00:00	4760.474	4763.866	4750.793	4763.345	3077	0	280
2026.04.10	18:15:00	4763.341	4769.363	4762.610	4765.696	2511	0	280
2026.04.10	18:30:00	4765.756	4773.186	4765.756	4768.234	2373	0	280
2026.04.10	18:45:00	4768.012	4768.346	4762.992	4765.066	1811	0	280
2026.04.10	19:00:00	4765.134	4768.193	4764.271	4766.956	1899	0	280
2026.04.10	19:15:00	4766.899	4770.494	4762.985	4763.485	1853	0	280
2026.04.10	19:30:00	4763.584	4765.536	4760.699	4763.639	1951	0	280
2026.04.10	19:45:00	4763.958	4764.575	4758.361	4759.694	2330	0	280
2026.04.10	20:00:00	4759.784	4760.076	4751.506	4753.401	1766	0	280
2026.04.10	20:15:00	4753.541	4753.541	4740.834	4745.692	2069	0	280
2026.04.10	20:30:00	4745.633	4752.209	4745.052	4751.254	1502	0	280
2026.04.10	20:45:00	4751.194	4752.435	4746.787	4749.370	1874	0	280
2026.04.12	22:00:00	4670.232	4685.131	4666.605	4676.886	2971	0	360
2026.04.12	22:15:00	4676.772	4682.874	4644.070	4647.626	5284	0	280
2026.04.12	22:30:00	4647.681	4658.890	4645.090	4657.969	3895	0	280
2026.04.12	22:45:00	4657.987	4660.238	4651.748	4658.851	2136	0	280
2026.04.12	23:00:00	4658.852	4660.678	4651.678	4659.389	2484	0	280
2026.04.12	23:15:00	4659.391	4660.004	4644.259	4653.236	2616	0	280
2026.04.12	23:30:00	4653.187	4660.002	4650.035	4655.857	1976	0	280
2026.04.12	23:45:00	4655.860	4671.787	4655.510	4671.545	2639	0	280
2026.04.13	00:00:00	4671.187	4673.324	4664.495	4672.412	4448	0	280
2026.04.13	00:15:00	4672.355	4676.126	4669.037	4673.104	3600	0	280
2026.04.13	00:30:00	4673.163	4682.913	4670.894	4678.563	3273	0	280
2026.04.13	00:45:00	4678.657	4698.666	4677.952	4695.368	3415	0	280
2026.04.13	01:00:00	4695.309	4719.542	4693.565	4714.857	10123	0	280
2026.04.13	01:15:00	4714.973	4721.346	4711.090	4717.266	4964	0	280
2026.04.13	01:30:00	4717.220	4721.500	4710.788	4714.386	5086	0	280
2026.04.13	01:45:00	4714.311	4727.945	4710.117	4721.132	4539	0	280
2026.04.13	02:00:00	4721.373	4725.905	4718.896	4722.410	3643	0	280
2026.04.13	02:15:00	4722.352	4724.454	4719.161	4720.070	2436	0	280
2026.04.13	02:30:00	4720.049	4728.025	4715.088	4715.539	3775	0	280
2026.04.13	02:45:00	4715.506	4721.630	4711.327	4720.604	2782	0	280
2026.04.13	03:00:00	4720.246	4721.555	4712.172	4713.667	2318	0	280
2026.04.13	03:15:00	4713.862	4720.951	4712.797	4718.763	2148	0	280
2026.04.13	03:30:00	4718.707	4723.844	4717.503	4721.947	1764	0	280
2026.04.13	03:45:00	4722.281	4722.514	4717.174	4718.290	1492	0	280
2026.04.13	04:00:00	4718.269	4718.550	4708.058	4714.440	1844	0	280
2026.04.13	04:15:00	4714.439	4715.882	4709.434	4712.449	1638	0	280
2026.04.13	04:30:00	4712.509	4719.526	4708.779	4718.617	1941	0	280
2026.04.13	04:45:00	4718.522	4725.098	4716.057	4723.002	1899	0	280
2026.04.13	05:00:00	4723.047	4726.139	4718.556	4719.344	2098	0	280
2026.04.13	05:15:00	4719.333	4721.357	4716.297	4720.254	1818	0	280
2026.04.13	05:30:00	4720.217	4724.865	4717.998	4721.338	3066	0	280
2026.04.13	05:45:00	4720.972	4730.783	4720.637	4729.539	2856	0	280
2026.04.13	06:00:00	4729.286	4729.815	4723.399	4726.161	3322	0	280
2026.04.13	06:15:00	4726.249	4732.009	4725.212	4731.506	2900	0	280
2026.04.13	06:30:00	4731.569	4732.760	4725.378	4726.409	2647	0	280
2026.04.13	06:45:00	4726.168	4726.472	4720.681	4725.437	2558	0	280
2026.04.13	07:00:00	4725.499	4738.494	4725.002	4728.337	3878	0	280
2026.04.13	07:15:00	4728.010	4732.700	4726.434	4730.662	2544	0	280
2026.04.13	07:30:00	4730.806	4733.682	4727.332	4732.132	2164	0	280
2026.04.13	07:45:00	4732.102	4740.070	4728.173	4733.802	3310	0	280
2026.04.13	08:00:00	4733.816	4738.714	4732.276	4732.916	2960	0	280
2026.04.13	08:15:00	4732.926	4734.420	4730.063	4732.163	2175	0	280
2026.04.13	08:30:00	4732.141	4736.143	4720.662	4721.449	2633	0	280
2026.04.13	08:45:00	4721.526	4729.887	4720.019	4723.525	2784	0	280
2026.04.13	09:00:00	4723.493	4728.664	4716.051	4719.163	3437	0	280
2026.04.13	09:15:00	4719.262	4721.394	4713.937	4715.179	2430	0	280
2026.04.13	09:30:00	4714.942	4720.071	4710.549	4714.136	2932	0	280
